sentimen,tweet,labels
negatif,kalau orang korea singapura australia mau jokowi sila ambil fakta di jaman beliau tumbuh ekonomi lambat laju turun masyarakat miskin lambat rekor buruk defisit neraca dagang,0
negatif,bocor dan sih sandi oke oke yang bankrut dan keluh orang selalu jadi referensi ekonomi yang juta orang akal sehat sudah hilang,0
positif,di debat akhir jokowi nasihat pasang calon soal kelola ekonomi makro ini bukti bahwa jokowi kuasa soal ekonomi,2
negatif,tumbuh ekonomi apa gaji saja tidak naik,0
negatif,goblok kok pelihara sekarang zaman industri kreatif bro kamu tau enggak omzet milik komik sih juki berapa bisa sampai ratus juta per bulan oi lah kamu gaji berapa kamu anggur kan ya kasihan makanya komik sih juki layak apresiasi presiden jokowi,0
positif,tahun merdeka harga bahan bakar minyak bisa sama sampai papua yang bikin ya jokowi lawan para mafia itu dulu satu kalau ku jelas banyak yang laku jokowi nanti nyinyir pakde,2
negatif,antek asing partai komunis indonesia ekonomi amburadul harga naik raja hutang plonga plongo sekolamblablabla berisik kamu prabowo bilang bukan salah jokowi kalian lebih prabowo daripada prabowo pictwittercomuifloymh,0
negatif,maaf pak kalau tidak bisa penuh janji bapak tahun tentang tumbuh ekonomi indonesia lebih baik bapak jangan pakai cara ngeles dengan bagai alas hanya perlu minta maaf saja pak terima kasih,0
positif,mobile legend bagi dari esport di game online kalau angkat ke debat calon presiden tentu arti penting dalam scope ekonomi kreatif dan penting ada platform internet oleh perintah it makes sense jokowi visioner pak,2
negatif,banding sekarang zaman soeharto timpang ekonomi tidak sad sekarang,0
negatif,akibat bapak hutang impor amburadul ekonomi tidak tumbuh rakyat tidak punya duit buat makan atau jajan rakyat suruh main mobile legend saja,0
negatif,ekonomi kita salah arah yang disalahkn prabowo presiden belum ada banyak presiden belum pak jokowi kira siapa yang maksud saya pribadi jelas itu ini bukti sejak dan prabowo sudah menyalahkn susilo bambang yudhoyono pictwittercomzhjlkvjbz,0
netral,maksimal itu dari rakyat yang bayar pajak harga rendah coba pikir kali,1
negatif,ucap atau nyata bowo kena salah orientasi ekonomi negeri ini yang kemudian tuju ke presiden belum jokowi sungguh buat luka sendiri untuk demokrat,0
negatif,mungkin prabowo teladan karyawan ptkiani konon sudah lama juga tidak ambil gaji apa benar,0
netral,jika menang pilih presiden prabowo dan sandiaga pasti tak akan ambil gaji,1
netral,yang tidak harga bukan pak jokowi bang andi,1
negatif,bowo dalam debat kata orientasi ekonomi indonesia tidak ada di jalur yang benar meski kata itu diri tidak salah jokowi namun para pimpin belum jokowi,0
positif,nya buka youtube dengar sekali lagi yang ditanyain pak jokowi yang jadi bahas awal kan bukan masalah e sport tapi pokok utama adalah ekonomi digital dan mobile legend cuma jadi salah satu contoh,2
negatif,bung bowo sebut salah arah ekonomi indonesia tidak semata salah jokowi tetapi juga presidenpresiden belum,0
netral,sama pak dan bang kami akan turun harga listrik dan butuh yang jangkau tanpa keluar kartu kartu baru,1
negatif,dan perut rakyat tidak bisa di isi dengan kartu semata ekonomi itu tidak sekadar roket apa lagi tekor,0
positif,jokowi harga mati seperti negara satu republik indonesia,2
netral,wah tiru capressnya nih tidak harga presiden belum pak jokowi jejer artis lainnnya tidak sebut om kasihan mereka sudah all out,1
netral,prabowosandi tak akan ambil gaji peser pun jika pilih jadi presiden,1
netral,interest adalah pada sejahtera rakyat technologi adalah alat untuk capai itu hanya coba tonjol tahu tentang makro ekonomi yang tidak lengkap dan tampal baru saja dia tahu untuk digitech adalah tuju,1
negatif,coba cek kartu tanda duduk anda ada tulis status ekonomi tidak kayak atau miskin terus status kerja atau anggur alamat rumah asli atau kontra karena itu kita butuh kartu lain belum e kartu tanda duduk sempurna kalian kok gampang tipu sih polos atau bego,0
netral,soal ekonomi indonesia bukan salah jokowi kali nyata itu tegas oleh sudah jelas sekali,1
positif,mantaappppp harus waktu bilang turun harga listrik dan tidak impor saat panen teriak dengan kencang akan lebih mantap karena faktor itu lah banyak rakyat kecewa dengan,2
negatif,fakta tumbuh kecil ya sangat efek pada ekonomi dalam negeri lah tumbuh ekonomi juga jadi jargon kampanye anda alah halahhhh moga lekas ganti main deh,0
negatif,belum kan bicara dengan mudah janji ekonomi bakal tumbuh di atas eh sekarang lain lagi omongane sehat pak jok,0
negatif,anda prabowo jadi presiden amit amit dan janjijanjinya nyata tidak wujud dan ekonomi makan merosot pasti salah perintah belum yaitu jo susilo bambang yudhoyono,0
positif,sangat jelas sekali kualitas yang cerdas dan wawas luas debat tadi malam menang mutlak sangat layak pimpin bangsa ini gaji mereka rela untuk fakir miskin dan kaum dhuafa,2
netral,jokowi tumbuh ekonomi harus syukur jangan kufur nikmat pictwittercomgpsxljvs,1
positif,sah satu suara april jokowiamin harga mati untuk negara satu republik indonesia maju,2
positif,calon presiden bilang debat ada ekonomi indonesia saat ini bukan salah tapi salah pimpin dahulu jadi untuk gemar jangan salah jokowi lagi ya karena bos sudah bilang itu bukan salah jokowi,2
negatif,jika ekonomi sehat didik kita baik saja kenapa harus ada kartu ini dan itu serius tanya pak,0
negatif,kamu belum juga ya jakarta lebih suram pimpin jokowi tumbuh ekonomi jakarta rendah,0
negatif,harga tiket pesawat makin gila pak dan pak tolong rakyat ini,0
positif,kami rakyat jelatarakyat dari kalang bwhhanya ingin harga sembako bisa di kuasa pemerintahbukan di kuasa mafiosodan hanya anda yang bisa kuasa nya hargamhn pak trm kasih,2
negatif,kamu dungu ambil sampel satu game saja yang paling populer di indonesia seperti coc tadi tidak ada main coc yang hasil uang dari main game paling akun jual yang beli anak sampai yang make duit bapak yang sudah pusing sama bayar kredit pajak yang uras gaji yang kecil,0
negatif,masa bayar kan presiden tinggal potong pajak aja beres,0
positif,haru baca reply nya betapa harga dan apresiasi pak jokowi sama orang luar,2
negatif,jika yang maksud prabowo dengan bangun ekonomi salah arah adalah sistem ekonomi mudah mudah prabowo tidak ingin sistem ekonomi yang tutup ya chavez bagai buah cerita mungkin hebat tetapi dia buat venezuela derita,0
positif,moga pak di kabinet baru nya nanti panggil bapak untuk tugas bangun ekonomi kita kembali pak orang benar sayang tuhan,2
negatif,tapi bapak sendiri yang bilang dengan optimisme bapak kalau tumbuh ekonomi itu bukan hal yang sulit nyata bapak gagalekonomi mentok di optimisme itu bukan sekadar jargon pak,0
negatif,om prabowo sebut salah arah ekonomi indonesia tidak semata salah tetapi juga presidenpresiden belum hyperlink,0
netral,harianjogja kecewa demokrat minta prabowo harga kontribusi susilo bambang yudhoyono pictwittercomdstqjpsp,1
netral,sebut ibu mia saat debat ekonomi makro sandiaga semprot jokowi,1
netral,nama juga jaman modern gaji ya transfer bukan ambil jika pilih prabowosandi tak akan ambil gaji,1
positif,basicnya cuma usaha hanya cakup usaha kecil makanya sih uno mana paham ekonomi makro tentang kelola negara malah di kasih contoh susah ibungakak gue dengar,2
positif,april coblos jokowimaruf untuk akhir hambat dagang kembali tres positif dagang antara lain lalu janji kerja sama ekonomi dengan turki dagang indonesia tingkat era,2
netral,perata sebut kata jokowi juga mampu dorong ekonomi di daerah ia beri contoh ada barang yang produksi oleh masyarakat sekitar,1
negatif,uda otak kamu sudah bodoh oleh usaha game mereka yang dapat untung besar bukan indonesia jadi gamers bukan lah buah kerja game cuma sekadar hibur tak ada hasil ekonomis dari game hanya presiden bodoh yang bilang game bisa tambah dapat negara,0
positif,pancasila harga mati bravo pak presiden pictwittercomknqylidaec,2
netral,kecewa demokrat minta prabowo harga kontribusi susilo bambang yudhoyono pictwittercomurqionmtc,1
negatif,basicnya usaha memang belum mampu tangan ekonomi makro makanya jabawan dari sih uno begitu saja sampai jokowi kesal,0
netral,ekonomi indonesia merosot kata prabowo,1
netral,nyata tutup jokowimaruf sebut jangan kufur nikmat prabowosandi tak ambil gaji,1
netral,ekonomi indonesia sejak dulu sudah amburadul kata prabowo pictwittercomaeyctjquz,1
positif,moga gaji guru madrasah bisa tersejahtrakansemoga prabowosandi jadi presiden dan wakil presiden republik indonesia iniaammiin,2
positif,aku itu kasihan lihat pak jokowi sudah umur tapi masih tetap trsnyum di saat orang benci dia di luar dia jadi calon presiden aku tetap ngehargai usaha bapa lama jadi presiden bapa orang yang kuat yang tabah yang sabar akan hina rakyat sendiri kadang suka menang deh kalau lihat bapa,2
negatif,aku mau tanya kenapa pak prabowo tidak bisa jawab sendiri tentang penting esport bagi ekonomi indonesia,0
netral,yang di bahas ekonomi makroekonomi negara seperti badan usaha milik negara tambang export impor,1
positif,bagi sempat bicara pak jokowi maaruf amin ini pas boleh bilang apa yang sampai mereka itu adalah hal sudah asai betul soal ekonomi mikro dan makro birokrasi perintah budaya perempuan perban syarih eko syariat dan lain lain tidak asal bunyi,2
netral,baik upa kawasan industri kecil baik kawasan ekonomi khusus kawasan ekonomi khusus pariwisata dan efek pada barang rajin desa dan juga kami ingin terus juang mandiri ekonomi desa papar jokowi,1
positif,terima kasih ya allah skenario mu begitu agung engkau hadir jaman cebong untuk tunjuk para penghianat munafik bangsa kini di saat yang tepat engkau beri obat nya prabowo sandi pertama kali dalam sejarah asia tenggara presiden sedekah gaji nya pictwittercomypkwbpfh,2
netral,new post amat tanggap positif tumbuh ekonomi era jokowi meski tak capai target,1
negatif,prabowo lupa kalau ekonomi indonesia hancur karena soeharto jajah indonesia tahun sehingga lengser kan oleh rakyat dan prabowo adalah menantu soeharto saat itu,0
positif,saya tuju sama pak prabowo bahwa rusa ekonomi indonesia ini karena presiden belum masuk susilo bambang yudhoyono,2
positif,kata prabowo susilo bambang yudhoyono ikut bikin ekonomi indonesia salah arah begitu ya paham saya,2
negatif,kamu dengar debat orang presiden ri tadi malam tidak dia sebut mobile legend game sebut perlu tingkat level tidak kamu tau tuju debat untuk bahas soal bangsa ini soal ekonomi itu kait uang harus ada nilai ekonomis bagi negara bukan untuk buat aplikasi game,0
netral,prabowosandi ingin badan usaha milik negara jadi sangga ekonomi rakyat pictwittercomkfmcwht,1
netral,lama tahun saya dengan pak jika telah usaha keras juang keras dalam rangka kembali watak asli dari bangun di negara kita indonesia yaitu tidak tumpu di prtmbuhan ekonomi sjtp tumpu perata karena prtmbuhan ekonomi kata jokowi papar visimisi pada debat ke,1
netral,prabowo ingin kejar hindar pajak tkn pimpin harus beri contoh,1
positif,infrstruktur sukses besar seluruh daerah rasa adil sejahtera ekonomi cukup bagus aman mantap dana desa top banget para sindikat curi ikan tiarap amnesti pajak berhasilprestasi jokowi harus di lanjut,2
netral,prabowo badan usaha milik negara benteng akhir ekonomi indonesia pictwittercomyegagnyfd,1
positif,argumen jokowi sangat make sense daripada yang satu itu tiap debat kata sih a di daerah ini sih b di daerah itu ini sangat tahu yang satu itu tidak paham ekonomi negara dan sekarang minta rakyat pilih dia yang hanya paham ekonomi batas usaha jangan membodoi warga dengan kata ibu ini itu,2
negatif,hal hal yang remeh temeh ditanyakanrakyat tidak butuh iturakyat butuh sejahtera pasti hukumekonomi stabilbukan game dari tanya sudah bisa gambar kualitas seseorangsungguh naif dan malu,0
negatif,dari ini saja kita sudah bisa ambil simpul kalau ulama juga ustad iya itu bayar dan mulut iya sogok semua cuma juga harus dong bayar gaji karyawan yjgn hanya karena ingin jadi ri suap orang sana sini sementara bkas karyawan iya lapar dengan anak istri iya betul tidak,0
negatif,jadi jabat itu gaji rakyat amanah rakyat jadi jangan takut ama teriak tunjuk pangkat dan kacak pinggang angkuh betul gilir ada yang ganggu pilih umum diam percuma teriak kumis tebal pak,0
positif,lah pak prabowo sama sandi dari awal sudah kayak berapa sih gaji sama tunjang nya tahun tidak ada apa banding hasil dari usaha yang mereka punyateko kalau tuang bakal keluar isi di dalam kalau pikir kamu negatif ya yang keluar juga negatif ky begini,2
netral,sekak mat untuk prabowo sandi amburadul ekonomi macro micro memang negara satu republik indonesia huni gelintir orang,1
netral,demokrat minta prabowo harga kontribusi presiden susilo bambang yudhoyono,1
netral,ekonom csis fajar b hirawan jelas faktor eksternal lebih sebab mengapa tumbuh ekonomi dalam jangka waktu tahun ke depan sulit untuk capai pictwittercomjfcssufw,1
netral,calon presiden joko widodo jokowi tekan perata bangun di wilayah indonesia lewat perata bangun seperti infrastruktur tumbuh ekonomi bisa tingkat di tiap wilayah,1
negatif,cina butuh tahun bangun ekonomi kata baru tahun sudah mau geser hiks,0
netral,ekonomi salah arah om prabowo salah presidenpresiden belum,1
netral,om prabowo bilang ekonomi salah jalan dia salah presidenpresiden belum,1
netral,debat lima ini akan tema ekonomi dan sejahtera sosial uang dan investasi serta dagang industri untuk wujud jokowi aku telah bangun infrastruktur yang tidak hanya di pulau jawa,1
negatif,tumbuh ekonomi itu salah satu indikator hasil perintah jangan hanya karena tidak capai terus abai coba kalau sekarang tumbuh ek kita pasti bapak jual buat kampanye bukankah begitu,0
netral,karena tumbuh ekonomi tanpa ada perata adalah buah timpang sebut jokowi,1
netral,jokowi lawan sandi debat ekonomi makro dan mikro paham arti,1
netral,jokowi sebut bangun tidak hanya tumpu pada tumbuh ekonomi saja tetapi juga perata dia ingin wujud adil yang seluruh,1
netral,jokowi jawab kritik tumbuh ekonomi dan pamer akuisisi freeport pictwittercomuelpkcxfd,1
netral,prabowo ekonomi ri salah arah karena salah presidenpresiden belum jokowi via,1
netral,giat ini selenggara untuk yang ke kali sejak luncur oleh presiden april selenggara dengan tema implementasi making indonesia tuju indonesia jadi negara besar ekonomi dunia pictwittercomfyzcuvrahk,1
netral,debat buka sandi nilai kuasa ekonomi jokowi paksa bicara digital,1
positif,jujur gue tuju sih bagaimana ya debat akhir kemarin itu adalah debat calon presiden pertama yang gue tonton dan turut meski pak jokowi omong e e begitu tetapi dia itu erti teori macam ekonomi mikro makro bagaimana tangan dan bagai bangga,2
netral,detikdetik prabowo cingak celinguk tidak paham ekonomi makro mikro simak,1
netral,pak prabowo dalam debat kata orientasi ekonomi indonesia tidak ada di jalur yang benar akibat ulah presiden belum pak,1
netral,pak jokowi tetap harga presiden belum berkat mereka muncul presiden yang enggak banyak bicara terus kerja sama dengan para ahli di kabinet maupun ahli yang siap sumbang ide untuk maju indonesia dan ajak semua untuk kerja kerja kerja,1
negatif,play station bolakbalik singgung soal deindustrialisasi aneh dia kata tak ingin salah dia malah ujar salah arah bangun ekonomi indonesia tak lepas dari andil presiden belum jokowi jelas,0
positif,dengan niat yang tulus kami rawan di daerah siap menang dan jadi momen di bagai tragedi yang paling harga bagi bangsa dan negara,2
netral,sering sebut mak mak bagai standar kondisi ekonomi sandi kepret jokowi,1
positif,masuk akal bagi prabowo sandi karena sandiaga uno tidak pernah ambil gaji waktu jadi wakil gubernur,2
netral,gesuriid era perintah jokowi jadi perata ekonomi,1
netral,trans turut prabowo digitaldigital itu bagus tapi rakyat kita perlu swasembada pangan dengan harga jangkau kita harus turun harga pictwittercomnbjoogphc,1
negatif,ketika pasang calon bahas ekonomi makro cara global pasang calon jawab seperti anak bayi yang enggak erti apa hanya bisa lihat ini itu tapi masih ajar untuk paham suatu nyata makin mantap pilih,0
positif,makin mantap pilih ketika pasang calon bahas ekonomi makro cara global pasang calon jawab seperti anak bayi yang enggak erti apa hanya bisa lihat ini itu tapi masih ajar untuk paham suatu nyata,2
netral,apa saja kabar tarik dalam pek ini ya kita mulai saja ada soal jokowi yang kena hoaks lebih banyak main di balik harga tiket pesawat dan kabar lain,1
negatif,iya nih bapak sprtnya kurang sehat lihat dari raut wajah kan terlalu gubernur masak sampai biar anak tidak makan kerja nya apa itu citra melulu bayar rakyat nih jangan makan gaji buta,0
negatif,ini obrol ke utara ngidul tidak jelas sama sekali apa urus mobile legends sama ekonomi nasional ada ada jauh banget bicara industri kreatif seluruh kreasi dan nilai ekonomi kan ekspor lagi keluar lalu yang jual pak jokowi malam itu apa,0
negatif,heran prabowo bilang mau mau tingkat terima pajak kok sandi bilang akan hapus pajak dari usaha kecil ini kok tolak belakang bijak nya coba deh dengar ulang debat nya masalah pajak itu,0
netral,jika jadi presidenwapres gaji prabowosandi untuk negara pictwittercomleyezddh,1
positif,iya nah kalau begini diskusi enak ya tambah dari saya tidak sekadar ukur tetap juga kualitas atau tingkat prioritas misal target perata bangun di luar pulau jawa mungkin jadi prior karena perintah ingin tumbuh bibit tumbuh ekonomi yang baru di sana,2
negatif,pak prabowo suka asal bunyi yaistilah jowowaton njeplak kalau bicara ada paket bijak ekonomi di era pak jokowi ini pak prabowo sering sekali ambil rujuk masa orde baru sih makanya presiden susilo bambang yudhoyono dan lain lain anggap salah urus negara juaasal main serang saja pictwittercomoscidrlo,0
positif,mertua saya guru honorer abdi dari sampai ke sama hampir tahun dengan gaji paling besar ribu ikhlas saking suka sekali dengan profesi anak bungsu nya rela di momong ke tetangga moga setlh pak jadi presiden lebih santun para guru honorer,2
positif,infrastruktur bukan untuk makan tetapi untuk daulat pangan pikir tuju bangun infrastruktur seperti jalan tol labuh atau bandara demi konektivitas masyarakat dan cepat roda ekonomi,2
positif,jika pilih jadi presiden ri maka gaji nya tidak ambil serah untuk penting rakyat masya allah,2
negatif,logika pikir andre jeblok apa karena calon legislatif daerah khusus ibukota lantas tidak tahu ada di lapang pikir cuma bisa selang ada ekonomi dunia yang serba sulit masih otot harga pupuk murah sama saja bunuh pabrikan mau subsidi pikir tidak kalau uang negara cukup atau tidak,0
positif,tentu dengan program jokowi yang sangat pro rakyat seperti karto sembako untuk ibu ibu agar bisa beli harga dengan murah sehingga tingkat sejahtera keluarga,2
netral,ibarat selfy potret diri sendiri analis politik soal ekonomi jokowi kritik bijak sendiri,1
positif,komitmen ini yang takut sih jae prabowosandi komitmen jika pilih bagai kepala negara tidak akan ambil gaji,2
netral,jokowi fokus anggar dapat dan belanja negara anggar dapat dan belanja daerah fokus pada belanja produktif untuk dorong ekonomi rakyat,1
positif,lebih baik tidak ambil gaji dari pada makan uang rakyat ya bong apalagi jual beli jabat,2
netral,tidak cuma cek harga jokowi juga akan baik pasar a,1
positif,dengan perata bangun yang laku jokowi jadi bukti jokowi laku maju untuk kawasan ekonomu khusus industri pariwisata dan barang rajin untuk juang ekonomi indonesia,2
negatif,segmen debat tentang ekonomi syariat kemarin sangat tidak bobot jokowi mau bikin halal park dekat gelora bung karno uno singgung indonesia bagai salah satu impor produk halal besar halo produk halal itu pada dasar ya semua produk yang tidak haram,0
netral,pak prabowo balik tanya pak jokowi tadi dengan singgung bahwa sektor ekonomi dan lapang kerja harus di fokus kan memang dunia digital sedang hype jaman ini namun soal dasar negeri har,1
netral,prabowo sebut garuda sulit untung tkn pengaruh harga avtur,1
netral,dengan lugas jokowi sampai visi misi dalam debat akhir jokowi tegas akan kembali watak asli kami di indonesia tidak tumpu pada ekonomi saja namun juga pada perata bangun,1
netral,prabowosandi janji tak ambil gaji jika pilih,1
negatif,huahahaskak mat halal segala cara untuk rebut kuas sudah begitu rengek rengek supaya dapat kuas dengan dalih tidak akan ambil gaji tetapi ambil tunjang,0
netral,tuding susilo bambang yudhoyono balik semua salah ekonomi indonesia teguh,1
positif,tumbuh ekonomi harus imbang dengan perata jokowi sekali lagi pictwittercomsgvizr,2
netral,prabowosandi komitmen jika pilih bagai kepala negara tidak akan ambil gaji,1
netral,saat ini hanya pimpin negara yang tidak mau di gaji yaitu paus fransiskus dari vatikan dan donald trump united state of america telah april yang tiga prabowosandi satu di asia,1
negatif,memang siapa yang suruh makan aspal ada terus susilo bambang yudhoyono gaji guru dan honorer di naik prabowo juga padahal peran penting adalah tani dan tani buruh tani guru bisa nyediain beras dan bahan makan yang lain semua tani kalau tani tidak sejahtera terus ambek enggak mau nanam bagaimana km ta,0
positif,tahun merdeka harga bahan bakar minyak bisa sama sampai papua yang bikin ya jokowi lawan para mafia itu dulu satu kalau ku jelas banyak yang laku jokowi,2
netral,saat bicara tumbuh ekonomi calon presiden nomor urut jokowi kait dengan perata ia pun ujar tak hanya fokus infrastruktur di pulau jawa simak sesuai nyata di ikut ini pictwittercomlkxkbozyr,1
negatif,kartu yang tawar jokowi hanya untuk rakyat tidak mampu bagaimana nasib karyawan yang gaji upah minimum regional di atas upah minimum regional sedikit mereka anggap masyarakat mampu dan tidak dapat bantu padahal mereka duduk yang kerja produktif,0
positif,jokowi jelas unggul dalam bidang ekonomi tapi kalau hukum payah kata bapak saya,2
negatif,teori mabuk prabowo sandi pangan buat murah tani buat makmur bagaimana cara kalau buat murah harga beli di tani juga murah bagaimana tani jadi makmur makmur ala gerombol tipu,0
netral,debat final pilih presiden jokowi ulas perata ekonomi,1
netral,debat pilih presiden jika pilih prabowo sandi tak ambil gaji,1
positif,mari kita harga dan raya pesta demokrasi ini dengan penuh suka cita bagi saya jika bapak prabowo yang menang ya alhamdulillah dan kalau bapak jokowi yang kalah tetap alhamdulillah,2
positif,buat saya jokowi itu sudah harga matipantas saja rakyat nya suka andakarna orang itu bisa lihat dan pilih mana yang baik dan mana yang buruk dsto lah anda orang nya yang mampu bawa mereka ke depan dengan negara ini salam periodedri saya zaenal arip,2
negatif,harga pangan murah catering murah tusuk prabowo sandi haha,0
negatif,apaaaaa gaji di ikan ke rakyat mata konferensi waligereja indonesia gaji karyawan kiani kertas saja yang di tanjung redeb rau sampai sekarang tidak jelas,0
positif,memang lah luar biasa dukung presiden ri kalau di dalam negeri di hina sdngkan orang luar negeri saja benar bisa harga presiden jokowi,2
netral,sebut bijak ekonomi salah arah prabowo protes gencar bangun infrastruktur pictwittercomxpdiyxckq,1
netral,menayalahkan bowo sebut kondisi ekonomi indonesia yang salah arah karena salah presidenpresiden belum jokowi,1
netral,prabowo mau naik tax ratio jokowi nanti shock ekonomi pak pictwittercomeytpin,1
positif,pak dan bang niat tidak ambil gaji kalau pilih yang nyinyir langsung pada nararongol gaji adalah kecil tunjang gede sedekah kok pamer kampanye bawa agama amal tidak terima kalau pamer aduh gusti begini amat hatred nya ya,2
positif,buah closing nyata yang mantap prabowo subiantosandiaga uno akan sumbang seluruh gaji untuk maslahat rakyat dan kaum dhuafa masyaa allah mereka hati mulia jadi presiden dan wakil presiden bukan untuk cari dunia ya allah ridhoilah mereka dua pictwittercomlspkswu,2
netral,jika pilih prabowo sandi tak akan ambil gaji insya allah prabowo sandi akan tepat janji,1
negatif,iya tidak ambil gaji kan yang menang pak,0
positif,telah di lantik prabowosandi sudah jadi macan asia sebab saat ini tidak ada pimpin asia yang tidak di gaji,2
positif,kalau jokowi pasti butuh gaji untuk nafkah keluarga karena jokowi haram otak atik anggar dapat dan belanja negara gratif dan lain bagai beda dengan bosan kata tidak mau gaji yang sedikit itu lantas ngeruk dari mana wah komisi berantas korupsi harus kerja keras dong kalau begitu saja deh,2
negatif,terima kasih pak tahun ini bapak sudah mampu buat ekonomi indonesia roket sampai langit ke malah sekrg roket tidak balik,0
netral,pak menwarkan program bina ekonomi keluarga sejahtera mekaar bina modal nasional madani pnm luncur untuk naik sejahtera warga utama ibuibu rumah tangga ke tingkat yang lebih atas lagi,1
netral,indonesia pada akan jadi negara dengan ekonomi kuat empat besar di dunia sebab itu kita harus siap langkah dan hadap rintang yang ada di depan kita kata jokowi di gelora bung karno gelora bung karno jakarta sabtu,1
negatif,tumbuh ekonomi di masa pak masih di angka masih belum bisa saing pak susilo bambang yudhoyono dari pihak prabowo nyata benar kita masih banyak impor daripada ekspor,0
netral,bukan jokowi prabowo sebut ekonomi salah arah karena presidenpresiden belum pictwittercomrjvifpop,1
netral,kait nyata prabowo agus harimurti yudhoyono minta tetap harga pimpin belum,1
netral,sampai bahwa ia sama pak akan terus kembang ekonomi di desadesa dengan cipta program dewidewi desa wisata dedidedi desa digital,1
positif,kalau bicara jujur wajib kata lebih detailkl arah ekonomipembangunan negara satu republik indonesia sudah salah dari rezim soehartopeliharapengusaha cina dengan membunuhpengusaha pribumih ningmarkamkarkamdarporahmantamindllkrn percayabisikancsis,2
positif,lama lebih dari empat tahun pimpin jokowi rakyat telah rasa banyak manfaat khusus dalam bangun infrastruktur bangun jalan labuh bandara dan bendung mampu buka daerah isolasi sekaligus gerak ekonomi nasional,2
negatif,dengan ada kartu sembako murah cara tidak langsung rezim benar bahwa hargaharga bahan pokok saat ini mahal arti fix gagal masih mau periode pictwittercomltpwfoegy,0
negatif,ini masa tenang kok masih sebar hoaks mas akhir susilo bambang yudhoyono itu tumbuh ekonomi kita masih persen belum buat anjlok jadi persen di oleh jokowi pictwittercomdfqjekc,0
negatif,sudah ekonomi tidak tumbuh perata makin jauh eeeee timpang makin tinggi bagaimana ini bos bacot doang,0
positif,saya kira apa yang sampai pak bahwa ubah dan kembang bukan hal yang mudah harus ada tahapantahapan yang besar untuk ubah ekonomi negeri ini jadi yang lebih baik lagi,2
netral,komitmen prabowosandi tak akan ambil gaji rupiah pun jika pilih lewat,1
negatif,yernyata hanya gin otak presiden ri pantas saja tidak harga bahas mobil legend dasar goblock kamu,0
positif,anak muda sekarang banyak yang sudah kecimpung dalam dunia digital maka terus akan baik sistem ekonomi digital agar lebih baik lagi,2
negatif,satu lagi kakak prabowo selalu bilang rakyat indonesia miskin tapi kok bisa beri sumbang dan sudah tau rakyat miskin kenapa masih terima smbngannya wkwk duku bilang ekonomi susah tapi bisa sumbang gede tidak sinkron,0
positif,mantan mertua tidak bisa bela diri mbak tabiat itu susah sampai kapan prabowo ya akan seperti itu di atas penting kuasa maka legacy orang presiden hanya persepsi dan prabowo tidak akan pernah harga hal itu,2
negatif,balada kisah antara mobile legend dan makmur rakyat prabowo digital itu bagus tapi rakyat kita butuh swasembada pangan pangan dalam harga jangkau kembang mobile legend gila pictwittercomqwxenhhfh,0
positif,bapak presiden sangat harga beda saya salut pebedaanituindah,2
netral,pasang calon dan adu gagas untuk jamin partisipasi peremuan dalam giat ekonomi masingmasing angkat ide soal dewidedi dan langkah pas apa itu,1
positif,harga tulus orang suami hadap istri cinta ini salah satu alas utama saya pilih pak jokowi pada pilih presiden dan akan pilih lagi pada april besok,2
negatif,kalau bicara esports harus pak sadar kalau harga build pc mahal minta ampun turunin dolar dulu coba biar anak indonesia gampang dapat pc bagus,0
netral,tim prabowo sandi tolong turun harga listrik gas lpg bahan bakar minyak air pdam pajak motor pupuk bibit unggul bangun dan baik jalan jalan di daerah daerah rusak di seluruh indonesia,1
negatif,terus kalau tidak mau gaji indonesia ini bisa sjahtera begitu lucu ya lucu,0
negatif,dukung jokowi pasrah hadap ekonomi rendah karena untung buat dukung fanatisme jokowi bukan untung buat rakyat,0
negatif,tapi janji kampanye jokowi yang turut gue fatal adalah kartu sembako murah kenapa banyak kok nyata pak jokowi bilang duludulu bahwa harga sembako kita murah bukti impor terus dan klaim tingkat konsumsi masyarakat tidak ganggu like f terus buat apa bikin kartu,0
negatif,saya kecwa bagai milenial pak prabowo lemah bicara digital esport pasar ekonomi it dia pikir nya selalu konservatif padahal dunia it di depan kita lo pak,0
negatif,kalau yang hasil ribu hari itu sudah jelas sangat di perhati perintah tapi nyata yang gaji sudah cukup masih koar koar padahal bantu tetangga yang miskin tidak pernah pikir,0
positif,ayo yang pintar bantu koreksi dan baik yang sudah jalan jangan olok olok infrastruktur sudah mulai pada ke depan jika industrialisasi cipta sampai ke seluruh indonesia saya yakin ekonomi indonesia maju pesat dampak bagi seluruh indonesia,2
positif,yang satu patahana yang satu oposisi yang satu punya data tapi suka salah sebut data agar rakyat simpati padahal suka aku aku apa yang kerja oleh presiden belum tidak guna bahas esport ekonomi makro itu dampak ke mikro prabowo sandi hadir untuk baik itu,2
negatif,pantas kamu jadi kampret orang kamu goblok coba kamu ajar lagi tanya ke pakar pakar ekonomi tapi kasih papar yang jelas biar kamu tau bagaimana cara bisnis,0
positif,moga di periode dua masa perintah bapak dan ada bijak untuk subsidi harga obatx an kualitas paten agar banyak rakyat yang sakit seperti saya bisa lekas sembuh dan kerja lagigo,2
